,交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,漲跌價,漲跌%
6008,2022/08/05,TXO,202208  ,15100.0000,買權,86,160,80,158,4749,158,6407,157,159,815,47,,一般,92,139.39%
6009,2022/08/05,TXO,202208  ,15100.0000,買權,66,85,66,78,1074,-,-,78,82,815,47,,盤後,12,18.18%
6010,2022/08/05,TXO,202208  ,15100.0000,賣權,373,373,242,248,613,248,601,241,248,1430,191,,一般,-267,-51.84%
6011,2022/08/05,TXO,202208  ,15100.0000,賣權,515,515,443,458,138,-,-,421,461,1430,191,,盤後,-57,-11.07%
6012,2022/08/05,TXO,202208  ,15200.0000,買權,57,114,57,113,6330,113,8609,112,114,990,31,,一般,69.5,159.77%
6013,2022/08/05,TXO,202208  ,15200.0000,買權,43,58,42,52,1739,-,-,51,52,990,31,,盤後,8.5,19.54%
6014,2022/08/05,TXO,202208  ,15200.0000,賣權,482,482,295,303,335,303,285,298,308,1440,215,,一般,-287,-48.64%
6015,2022/08/05,TXO,202208  ,15200.0000,賣權,590,595,510,555,42,-,-,515,565,1440,215,,盤後,-35,-5.93%
6016,2022/08/05,TXO,202208  ,15300.0000,買權,35.5,78,35.5,77,5723,77,6831,76,79,700,19.5,,一般,49,175%
6017,2022/08/05,TXO,202208  ,15300.0000,買權,34,37,28,34,1558,-,-,32,34.5,700,19.5,,盤後,6,21.43%
6018,2022/08/05,TXO,202208  ,15300.0000,賣權,535,535,359,360,365,360,273,360,367,1600,220,,一般,-315,-46.67%
6019,2022/08/05,TXO,202208  ,15300.0000,賣權,675,675,585,605,58,-,-,585,650,1600,220,,盤後,-70,-10.37%
6020,2022/08/05,TXO,202208  ,15400.0000,買權,25,50,25,50,3515,50,7426,49.5,50,850,13,,一般,32.5,185.71%
6021,2022/08/05,TXO,202208  ,15400.0000,買權,13,23.5,13,23.5,827,-,-,21.5,23,850,13,,盤後,6,34.29%
6022,2022/08/05,TXO,202208  ,15400.0000,賣權,595,595,432,439,171,439,196,436,462,1730,255,,一般,-326,-42.61%
6023,2022/08/05,TXO,202208  ,15400.0000,賣權,690,700,680,680,6,-,-,540,830,1730,255,,盤後,-85,-11.11%
6024,2022/08/05,TXO,202208  ,15500.0000,買權,20,31.5,14,31.5,3096,31.5,8920,31,32,815,9.1,,一般,21,200%
6025,2022/08/05,TXO,202208  ,15500.0000,買權,10.5,14.5,10.5,14,540,-,-,14,14.5,815,9.1,,盤後,3.5,33.33%
6026,2022/08/05,TXO,202208  ,15500.0000,賣權,665,665,515,515,44,515,82,505,605,1750,281,,一般,-340,-39.77%
6027,2022/08/05,TXO,202208  ,15500.0000,賣權,830,830,775,775,7,-,-,630,835,1750,281,,盤後,-80,-9.36%
6028,2022/08/05,TXO,202208  ,15600.0000,買權,8.8,19.5,8.6,19.5,2065,19.5,8257,19,20,790,0.7,,一般,12.7,186.76%
6029,2022/08/05,TXO,202208  ,15600.0000,買權,7.2,10,7.2,9.9,189,-,-,8.6,10,790,0.7,,盤後,3.1,45.59%
6030,2022/08/05,TXO,202208  ,15600.0000,賣權,750,750,610,610,66,610,118,515,700,1760,312,,一般,-340,-35.79%
6031,2022/08/05,TXO,202208  ,15600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6032,2022/08/05,TXO,202208  ,15700.0000,買權,10.5,12,6,12,1584,12,5231,12,12.5,710,4.3,,一般,7.3,155.32%
6033,2022/08/05,TXO,202208  ,15700.0000,買權,5,6.6,4.3,6.6,116,-,-,5.9,6.9,710,4.3,,盤後,1.9,40.43%
6034,2022/08/05,TXO,202208  ,15700.0000,賣權,810,810,700,700,35,700,100,610,790,1880,343,,一般,-350,-33.33%
6035,2022/08/05,TXO,202208  ,15700.0000,賣權,960,960,960,960,2,-,-,825,1140,1880,343,,盤後,-90,-8.57%
6036,2022/08/05,TXO,202208  ,15800.0000,買權,4.4,7.9,3.5,7.9,1625,7.9,2853,6.4,8,525,2.7,,一般,3.7,88.1%
6037,2022/08/05,TXO,202208  ,15800.0000,買權,3.8,5.9,2.7,5,18,-,-,5,5.9,525,2.7,,盤後,0.8,19.05%
6038,2022/08/05,TXO,202208  ,15800.0000,賣權,950,950,885,885,7,795,113,705,885,1970,375,,一般,-265,-23.04%
6039,2022/08/05,TXO,202208  ,15800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6040,2022/08/05,TXO,202208  ,15900.0000,買權,3.3,5.7,3,4.5,196,4.5,2190,4.4,5.5,580,1.6,,一般,1.7,60.71%
6041,2022/08/05,TXO,202208  ,15900.0000,買權,2.8,4.9,2.8,4.9,3,-,-,2.1,4.5,580,1.6,,盤後,2.1,75%
6042,2022/08/05,TXO,202208  ,15900.0000,賣權,940,940,940,940,1,895,16,805,985,2060,415,,一般,-310,-24.8%
6043,2022/08/05,TXO,202208  ,15900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6044,2022/08/05,TXO,202208  ,16000.0000,買權,2.8,4.7,2.3,3.7,546,3.7,4538,3.7,4.3,560,1.2,,一般,1.5,68.18%
6045,2022/08/05,TXO,202208  ,16000.0000,買權,2.1,3.6,2.1,3,57,-,-,2,3,560,1.2,,盤後,0.8,36.36%
6046,2022/08/05,TXO,202208  ,16000.0000,賣權,-,-,-,-,0,990,29,-,-,-,-,,一般,-,-
6047,2022/08/05,TXO,202208  ,16000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6048,2022/08/05,TXO,202208  ,16100.0000,買權,2.8,2.8,1.9,2.8,87,2.8,3956,2.7,3.2,530,1.5,,一般,0.8,40%
6049,2022/08/05,TXO,202208  ,16100.0000,買權,1.7,1.7,1.7,1.7,4,-,-,1.5,2,530,1.5,,盤後,-0.3,-15%
6050,2022/08/05,TXO,202208  ,16100.0000,賣權,-,-,-,-,0,1090,19,-,-,-,-,,一般,-,-
6051,2022/08/05,TXO,202208  ,16100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6052,2022/08/05,TXO,202208  ,16200.0000,買權,3.5,3.5,1.6,2.2,21,2.2,1413,2.2,3.5,436,0.6,,一般,0.5,29.41%
6053,2022/08/05,TXO,202208  ,16200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6054,2022/08/05,TXO,202208  ,16200.0000,賣權,1240,1240,1240,1240,1,1190,10,1140,1250,2490,540,,一般,-310,-20%
6055,2022/08/05,TXO,202208  ,16200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6056,2022/08/05,TXO,202208  ,16300.0000,買權,2.7,2.7,0.7,0.7,5,1.8,1245,0.9,2.6,393,0.7,,一般,-0.6,-46.15%
6057,2022/08/05,TXO,202208  ,16300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6058,2022/08/05,TXO,202208  ,16300.0000,賣權,-,-,-,-,0,1290,54,-,-,-,-,,一般,-,-
6059,2022/08/05,TXO,202208  ,16300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6060,2022/08/05,TXO,202208  ,16400.0000,買權,1.3,1.5,1.1,1.1,5,1.6,1610,0.1,1.7,319,0.9,,一般,-0.1,-8.33%
6061,2022/08/05,TXO,202208  ,16400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6062,2022/08/05,TXO,202208  ,16400.0000,賣權,-,-,-,-,0,1390,6,-,-,-,-,,一般,-,-
6063,2022/08/05,TXO,202208  ,16400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6064,2022/08/05,TXO,202208  ,16500.0000,買權,1,1,1,1,3,1.4,2395,1,2.2,260,1,,一般,-0.1,-9.09%
6065,2022/08/05,TXO,202208  ,16500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6066,2022/08/05,TXO,202208  ,16500.0000,賣權,-,-,-,-,0,1490,2,-,-,-,-,,一般,-,-
6067,2022/08/05,TXO,202208  ,16500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6068,2022/08/05,TXO,202208  ,16600.0000,買權,0.7,1.2,0.7,1.2,3,1.2,639,1.1,1.5,280,0.5,,一般,0.7,140%
6069,2022/08/05,TXO,202208  ,16600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6070,2022/08/05,TXO,202208  ,16600.0000,賣權,-,-,-,-,0,1590,9,-,-,-,-,,一般,-,-
6071,2022/08/05,TXO,202208  ,16600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6072,2022/08/05,TXO,202208  ,16700.0000,買權,0.5,0.5,0.5,0.5,2,0.5,622,0.1,2.1,217,0.5,,一般,0,0.00%
6073,2022/08/05,TXO,202208  ,16700.0000,買權,0.5,0.5,0.5,0.5,1,-,-,-,1.5,217,0.5,,盤後,0,0.00%
6074,2022/08/05,TXO,202208  ,16700.0000,賣權,-,-,-,-,0,1690,13,-,-,-,-,,一般,-,-
6075,2022/08/05,TXO,202208  ,16700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6076,2022/08/05,TXO,202208  ,16800.0000,買權,-,-,-,-,0,0.5,386,-,-,-,-,,一般,-,-
6077,2022/08/05,TXO,202208  ,16800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6078,2022/08/05,TXO,202208  ,16800.0000,賣權,-,-,-,-,0,1790,567,-,-,-,-,,一般,-,-
6079,2022/08/05,TXO,202208  ,16800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6080,2022/08/05,TXO,202208  ,16900.0000,買權,-,-,-,-,0,0.5,183,-,-,-,-,,一般,-,-
6081,2022/08/05,TXO,202208  ,16900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6082,2022/08/05,TXO,202208  ,16900.0000,賣權,-,-,-,-,0,1890,4,-,-,-,-,,一般,-,-
6083,2022/08/05,TXO,202208  ,16900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6084,2022/08/05,TXO,202208  ,17000.0000,買權,0.3,0.7,0.3,0.7,21,0.5,1266,-,0.8,166,0.3,,一般,0.2,40%
6085,2022/08/05,TXO,202208  ,17000.0000,買權,0.3,0.3,0.3,0.3,3,-,-,0.1,1,166,0.3,,盤後,-0.2,-40%
6086,2022/08/05,TXO,202208  ,17000.0000,賣權,-,-,-,-,0,1990,4,-,-,-,-,,一般,-,-
6087,2022/08/05,TXO,202208  ,17000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6088,2022/08/05,TXO,202208  ,17100.0000,買權,-,-,-,-,0,0.2,206,-,-,-,-,,一般,-,-
6089,2022/08/05,TXO,202208  ,17100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6090,2022/08/05,TXO,202208  ,17100.0000,賣權,-,-,-,-,0,2090,0,-,-,-,-,,一般,-,-
6091,2022/08/05,TXO,202208  ,17100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6092,2022/08/05,TXO,202208  ,17200.0000,買權,-,-,-,-,0,0.2,401,-,-,-,-,,一般,-,-
6093,2022/08/05,TXO,202208  ,17200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6094,2022/08/05,TXO,202208  ,17200.0000,賣權,-,-,-,-,0,2190,0,-,-,-,-,,一般,-,-
6095,2022/08/05,TXO,202208  ,17200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6096,2022/08/05,TXO,202208  ,17300.0000,買權,0.5,0.5,0.2,0.2,29,0.2,102,-,0.9,104,0.2,,一般,-0.3,-60%
6097,2022/08/05,TXO,202208  ,17300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6098,2022/08/05,TXO,202208  ,17300.0000,賣權,-,-,-,-,0,2290,0,-,-,-,-,,一般,-,-
6099,2022/08/05,TXO,202208  ,17300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6100,2022/08/05,TXO,202208  ,17400.0000,買權,-,-,-,-,0,0.1,85,-,-,-,-,,一般,-,-
6101,2022/08/05,TXO,202208  ,17400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6102,2022/08/05,TXO,202208  ,17400.0000,賣權,-,-,-,-,0,2390,0,-,-,-,-,,一般,-,-
6103,2022/08/05,TXO,202208  ,17400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6104,2022/08/05,TXO,202208  ,17500.0000,買權,0.4,0.4,0.4,0.4,1,0.1,240,-,0.4,54,0.4,,一般,-0.1,-20%
6105,2022/08/05,TXO,202208  ,17500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6106,2022/08/05,TXO,202208  ,17500.0000,賣權,-,-,-,-,0,2490,16,-,-,-,-,,一般,-,-
6107,2022/08/05,TXO,202208  ,17500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6108,2022/08/05,TXO,202208  ,17600.0000,買權,-,-,-,-,0,0.1,397,-,-,-,-,,一般,-,-
6109,2022/08/05,TXO,202208  ,17600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6110,2022/08/05,TXO,202208  ,17600.0000,賣權,-,-,-,-,0,2590,0,-,-,-,-,,一般,-,-
6111,2022/08/05,TXO,202208  ,17600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6112,2022/08/05,TXO,202208  ,17700.0000,買權,-,-,-,-,0,0.1,45,-,-,-,-,,一般,-,-
6113,2022/08/05,TXO,202208  ,17700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6114,2022/08/05,TXO,202208  ,17700.0000,賣權,-,-,-,-,0,2690,0,-,-,-,-,,一般,-,-
6115,2022/08/05,TXO,202208  ,17700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6116,2022/08/05,TXO,202208  ,17800.0000,買權,-,-,-,-,0,0.1,36,-,-,-,-,,一般,-,-
6117,2022/08/05,TXO,202208  ,17800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6118,2022/08/05,TXO,202208  ,17800.0000,賣權,-,-,-,-,0,2790,0,-,-,-,-,,一般,-,-
6119,2022/08/05,TXO,202208  ,17800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6120,2022/08/05,TXO,202208  ,17900.0000,買權,-,-,-,-,0,0.1,47,-,-,-,-,,一般,-,-
6121,2022/08/05,TXO,202208  ,17900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6122,2022/08/05,TXO,202208  ,17900.0000,賣權,-,-,-,-,0,2890,0,-,-,-,-,,一般,-,-
6123,2022/08/05,TXO,202208  ,17900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6124,2022/08/05,TXO,202208  ,18000.0000,買權,-,-,-,-,0,0.1,80,-,-,-,-,,一般,-,-
6125,2022/08/05,TXO,202208  ,18000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6126,2022/08/05,TXO,202208  ,18000.0000,賣權,-,-,-,-,0,2990,2,-,-,-,-,,一般,-,-
6127,2022/08/05,TXO,202208  ,18000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6128,2022/08/05,TXO,202208  ,18100.0000,買權,-,-,-,-,0,0.1,106,-,-,-,-,,一般,-,-
6129,2022/08/05,TXO,202208  ,18100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6130,2022/08/05,TXO,202208  ,18100.0000,賣權,-,-,-,-,0,3090,0,-,-,-,-,,一般,-,-
6131,2022/08/05,TXO,202208  ,18100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6132,2022/08/05,TXO,202208  ,18200.0000,買權,-,-,-,-,0,0.1,141,-,-,-,-,,一般,-,-
6133,2022/08/05,TXO,202208  ,18200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6134,2022/08/05,TXO,202208  ,18200.0000,賣權,-,-,-,-,0,3190,0,-,-,-,-,,一般,-,-
6135,2022/08/05,TXO,202208  ,18200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6136,2022/08/05,TXO,202208  ,18300.0000,買權,-,-,-,-,0,0.1,21,-,-,-,-,,一般,-,-
6137,2022/08/05,TXO,202208  ,18300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6138,2022/08/05,TXO,202208  ,18300.0000,賣權,-,-,-,-,0,3290,0,-,-,-,-,,一般,-,-
6139,2022/08/05,TXO,202208  ,18300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6140,2022/08/05,TXO,202208  ,18400.0000,買權,-,-,-,-,0,0.1,9,-,-,-,-,,一般,-,-
6141,2022/08/05,TXO,202208  ,18400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6142,2022/08/05,TXO,202208  ,18400.0000,賣權,-,-,-,-,0,3390,0,-,-,-,-,,一般,-,-
6143,2022/08/05,TXO,202208  ,18400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6144,2022/08/05,TXO,202208  ,18500.0000,買權,-,-,-,-,0,0.1,703,-,-,-,-,,一般,-,-
6145,2022/08/05,TXO,202208  ,18500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6146,2022/08/05,TXO,202208  ,18500.0000,賣權,-,-,-,-,0,3490,0,-,-,-,-,,一般,-,-
6147,2022/08/05,TXO,202208  ,18500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6148,2022/08/05,TXO,202208  ,18600.0000,買權,0.6,0.6,0.6,0.6,1,0.1,66,-,0.6,7.6,0.6,,一般,0.5,-
6149,2022/08/05,TXO,202208  ,18600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6150,2022/08/05,TXO,202208  ,18600.0000,賣權,-,-,-,-,0,3590,0,-,-,-,-,,一般,-,-
6151,2022/08/05,TXO,202208  ,18600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6152,2022/08/05,TXO,202208  ,18700.0000,買權,-,-,-,-,0,0.1,3,-,-,-,-,,一般,-,-
6153,2022/08/05,TXO,202208  ,18700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6154,2022/08/05,TXO,202208  ,18700.0000,賣權,-,-,-,-,0,3690,0,-,-,-,-,,一般,-,-
6155,2022/08/05,TXO,202208  ,18700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6156,2022/08/05,TXO,202208  ,18800.0000,買權,-,-,-,-,0,0.1,4,-,-,-,-,,一般,-,-
6157,2022/08/05,TXO,202208  ,18800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6158,2022/08/05,TXO,202208  ,18800.0000,賣權,-,-,-,-,0,3790,0,-,-,-,-,,一般,-,-
6159,2022/08/05,TXO,202208  ,18800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6160,2022/08/05,TXO,202208  ,18900.0000,買權,-,-,-,-,0,0.1,15,-,-,-,-,,一般,-,-
6161,2022/08/05,TXO,202208  ,18900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6162,2022/08/05,TXO,202208  ,18900.0000,賣權,-,-,-,-,0,3890,0,-,-,-,-,,一般,-,-
6163,2022/08/05,TXO,202208  ,18900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6164,2022/08/05,TXO,202208  ,19000.0000,買權,-,-,-,-,0,0.1,456,-,-,-,-,,一般,-,-
6165,2022/08/05,TXO,202208  ,19000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6166,2022/08/05,TXO,202208  ,19000.0000,賣權,-,-,-,-,0,3990,0,-,-,-,-,,一般,-,-
6167,2022/08/05,TXO,202208  ,19000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6168,2022/08/05,TXO,202208  ,19100.0000,買權,-,-,-,-,0,0.1,429,-,-,-,-,,一般,-,-
6169,2022/08/05,TXO,202208  ,19100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6170,2022/08/05,TXO,202208  ,19100.0000,賣權,-,-,-,-,0,4090,0,-,-,-,-,,一般,-,-
6171,2022/08/05,TXO,202208  ,19100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6172,2022/08/05,TXO,202208  ,19200.0000,買權,-,-,-,-,0,0.1,503,-,-,-,-,,一般,-,-
6173,2022/08/05,TXO,202208  ,19200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6174,2022/08/05,TXO,202208  ,19200.0000,賣權,-,-,-,-,0,4190,0,-,-,-,-,,一般,-,-
6175,2022/08/05,TXO,202208  ,19200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6176,2022/08/05,TXO,202208  ,19300.0000,買權,-,-,-,-,0,0.1,2480,-,-,-,-,,一般,-,-
6177,2022/08/05,TXO,202208  ,19300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6178,2022/08/05,TXO,202208  ,19300.0000,賣權,-,-,-,-,0,4290,0,-,-,-,-,,一般,-,-
6179,2022/08/05,TXO,202208  ,19300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6180,2022/08/05,TXO,202208  ,19400.0000,買權,-,-,-,-,0,0.1,5076,-,-,-,-,,一般,-,-
6181,2022/08/05,TXO,202208  ,19400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6182,2022/08/05,TXO,202208  ,19400.0000,賣權,-,-,-,-,0,4390,1,-,-,-,-,,一般,-,-
6183,2022/08/05,TXO,202208  ,19400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6184,2022/08/05,TXO,202209  ,11800.0000,買權,-,-,-,-,0,3170,0,-,-,-,-,,一般,-,-
6185,2022/08/05,TXO,202209  ,11800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6186,2022/08/05,TXO,202209  ,11800.0000,賣權,21,21,17,17.5,123,17.5,483,17,17.5,160,16,,一般,-11,-38.6%
6187,2022/08/05,TXO,202209  ,11800.0000,賣權,32,32,23.5,27,15,-,-,24.5,27.5,160,16,,盤後,-1.5,-5.26%
6188,2022/08/05,TXO,202209  ,11900.0000,買權,-,-,-,-,0,3070,0,-,-,-,-,,一般,-,-
6189,2022/08/05,TXO,202209  ,11900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6190,2022/08/05,TXO,202209  ,11900.0000,賣權,22,22,18.5,18.5,23,18.5,84,18.5,19,160,18.5,,一般,-14,-43.08%
6191,2022/08/05,TXO,202209  ,11900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6192,2022/08/05,TXO,202209  ,12000.0000,買權,-,-,-,-,0,2970,3,-,-,-,-,,一般,-,-
6193,2022/08/05,TXO,202209  ,12000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6194,2022/08/05,TXO,202209  ,12000.0000,賣權,26,26,20.5,20.5,44,20.5,366,20.5,49.5,189,20,,一般,-17,-45.33%
6195,2022/08/05,TXO,202209  ,12000.0000,賣權,37.5,37.5,37.5,37.5,10,-,-,32,40,189,20,,盤後,0,0.00%
6196,2022/08/05,TXO,202209  ,12100.0000,買權,-,-,-,-,0,2870,3,-,-,-,-,,一般,-,-
6197,2022/08/05,TXO,202209  ,12100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6198,2022/08/05,TXO,202209  ,12100.0000,賣權,30,30,24,24,46,24,102,20,24,210,23,,一般,-17.5,-42.17%
6199,2022/08/05,TXO,202209  ,12100.0000,賣權,43,43,42,42.5,92,-,-,34,48,210,23,,盤後,1,2.41%
6200,2022/08/05,TXO,202209  ,12200.0000,買權,-,-,-,-,0,2780,3,-,-,-,-,,一般,-,-
6201,2022/08/05,TXO,202209  ,12200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6202,2022/08/05,TXO,202209  ,12200.0000,賣權,26.5,27.5,26,26,7,26,27,23,131,203,24,,一般,-20.5,-44.09%
6203,2022/08/05,TXO,202209  ,12200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6204,2022/08/05,TXO,202209  ,12300.0000,買權,-,-,-,-,0,2680,0,-,-,-,-,,一般,-,-
6205,2022/08/05,TXO,202209  ,12300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6206,2022/08/05,TXO,202209  ,12300.0000,賣權,31,31,28,28,22,28,28,27.5,133,206,28,,一般,-23,-45.1%
6207,2022/08/05,TXO,202209  ,12300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6208,2022/08/05,TXO,202209  ,12400.0000,買權,-,-,-,-,0,2580,3,-,-,-,-,,一般,-,-
6209,2022/08/05,TXO,202209  ,12400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6210,2022/08/05,TXO,202209  ,12400.0000,賣權,36,36,30,30,68,30,373,30,136,255,29,,一般,-27,-47.37%
6211,2022/08/05,TXO,202209  ,12400.0000,賣權,43.5,43.5,43.5,43.5,2,-,-,43,78,255,29,,盤後,-13.5,-23.68%
6212,2022/08/05,TXO,202209  ,12500.0000,買權,-,-,-,-,0,2490,3,-,-,-,-,,一般,-,-
6213,2022/08/05,TXO,202209  ,12500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6214,2022/08/05,TXO,202209  ,12500.0000,賣權,45,45,34,35,64,35,156,10.5,39,260,32.5,,一般,-24,-40.68%
6215,2022/08/05,TXO,202209  ,12500.0000,賣權,58,58,54,54,38,-,-,54,65,260,32.5,,盤後,-5,-8.47%
6216,2022/08/05,TXO,202209  ,12600.0000,買權,-,-,-,-,0,2390,5,-,-,-,-,,一般,-,-
6217,2022/08/05,TXO,202209  ,12600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6218,2022/08/05,TXO,202209  ,12600.0000,賣權,44.5,44.5,38,38,28,38,202,35,38,284,32,,一般,-29,-43.28%
6219,2022/08/05,TXO,202209  ,12600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6220,2022/08/05,TXO,202209  ,12700.0000,買權,-,-,-,-,0,2290,0,-,-,-,-,,一般,-,-
6221,2022/08/05,TXO,202209  ,12700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6222,2022/08/05,TXO,202209  ,12700.0000,賣權,50,50,40.5,40.5,55,40.5,80,40,44,299,38.5,,一般,-28.5,-41.3%
6223,2022/08/05,TXO,202209  ,12700.0000,賣權,67,67,67,67,20,-,-,62,97,299,38.5,,盤後,-2,-2.9%
6224,2022/08/05,TXO,202209  ,12800.0000,買權,-,-,-,-,0,2200,0,-,-,-,-,,一般,-,-
6225,2022/08/05,TXO,202209  ,12800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,-,-
6226,2022/08/05,TXO,202209  ,12800.0000,賣權,57,59,44,46,36,46,181,43,110,325,38.5,,一般,-38,-45.24%
6227,2022/08/05,TXO,202209  ,12800.0000,賣權,76,76,73,73,26,-,-,50,83,325,38.5,,盤後,-11,-13.1%
